"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Zahl",21,"Wollishofen",112,"Wohnzone 3",2012,"1–3","1–3","6","","","","21"
"Zahl",21,"Wollishofen",112,"Wohnzone 3",2011,"6","16","22","","","","19"
"Zahl",21,"Wollishofen",112,"Wohnzone 3",2010,"5","11","16","","","","24"
"Zahl",21,"Wollishofen",112,"Wohnzone 3",2009,"6","18","24","","","","48"
"Zahl",21,"Wollishofen",112,"Wohnzone 3",2008,"8","1–3","9-11","","","",""
"Preis",21,"Wollishofen",113,"Wohnzone 4",2021,"10807","12696","11547","7093","3357","6341","16640"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2020,"9568","14852","14570","6481","11816","9045","12700"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2019,"7861","12072","9171","5424","7579","6981","13390"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2018,"13227","9593","11502","8890","5301","5301","9700"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2017,".","20437","20437",".","9526","9526","12790"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2016,".","26282","26282",".","15956","15956","12700"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2015,".","7580","7580",".","4112","4112","11440"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2014,".","16408","16408",".","6563","6563","10970"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2013,"6514","22556","6689","2697","12707","3000","10480"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2012,"10970",".","10970","4429",".","4429","11280"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2011,"7416",".","7416","557",".","557","8270"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2010,"12524",".","12524","4192",".","4192","8360"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2009,".",".",".",".",".",".","11440"
"Preis",21,"Wollishofen",113,"Wohnzone 4",2008,"9524",".","9524","795",".","795","."
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2021,"1–3","4-6","6-8","","","","29"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2020,"4","46","50","","","","95"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2019,"5-9","9-11","14","","","","14"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2018,"5","1–3","5-7","","","","89"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2017,"","1–3","1–3","","","","13"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2016,"","8-10","9","","","","22"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2015,"","1–3","1–3","","","","22"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2014,"","1–3","1–3","","","","11"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2013,"1–3","1–3","1–3","","","","13"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2012,"1–3","","1–3","","","","21"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2011,"1–3","","1–3","","","","19"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2010,"1–3","","1–3","","","","24"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2009,"","","","","","","48"
"Zahl",21,"Wollishofen",113,"Wohnzone 4",2008,"1–3","","1–3","","","",""
"Preis",21,"Wollishofen",114,"Wohnzone 5",2021,".","39472","39472",".","29406","29406","16640"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2020,"10478","27998","24211","6150","18733","15518","12700"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2019,"15625",".","15625","10152",".","10152","13390"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2018,"23118",".","23118","14454",".","14454","9700"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2017,".","41541","41541",".","27215","27215","12790"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2016,".","38121","38121",".","23792","23792","12700"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2015,"6285","38866","22576",".","24564","24564","11440"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2014,".","55779","55779",".","30035","30035","10970"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2013,".",".",".",".",".",".","10480"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2012,"19968","36066","28017","9020",".","9020","11280"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2011,".",".",".",".",".",".","8270"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2010,".","33186","33186",".","14602","14602","8360"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2009,"7981","31681","31406","1220","13097","12827","11440"
"Preis",21,"Wollishofen",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2021,"","1–3","1–3","","","","29"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2020,"1–3","2-4","5-7","","","","95"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2019,"1–3","","1–3","","","","14"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2018,"1–3","","1–3","","","","89"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2017,"","1–3","1–3","","","","13"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2016,"","1–3","1–3","","","","22"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2015,"1–3","1–3","1–3","","","","22"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2014,"","1–3","1–3","","","","11"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2013,"","","","","","","13"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2012,"1–3","1–3","1–3","","","","21"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2011,"","","","","","","19"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2010,"","1–3","1–3","","","","24"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2009,"1–3","19","20","","","","48"
"Zahl",21,"Wollishofen",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",21,"Wollishofen",115,"Wohnzone 6",2021,".","58997","58997",".","44669","44669","16640"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2020,"24131",".","24131","13706",".","13706","12700"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2019,".",".","9583",".",".","1896","13390"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2018,".",".",".",".",".",".","9700"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2017,".",".",".",".",".",".","12790"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2016,".",".",".",".",".",".","12700"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2015,".",".",".",".",".",".","11440"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2014,".",".",".",".",".",".","10970"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2013,".",".",".",".",".",".","10480"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2012,".",".",".",".",".",".","11280"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2011,".",".",".",".",".",".","8270"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2010,".",".",".",".",".",".","8360"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2009,".",".",".",".",".",".","11440"
"Preis",21,"Wollishofen",115,"Wohnzone 6",2008,".",".",".",".",".",".","."
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2021,"","1–3","1–3","","","","29"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2020,"1–3","","1–3","","","","95"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2019,"","","1–3","","","","14"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2018,"","","","","","","89"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2017,"","","","","","","13"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2016,"","","","","","","22"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2015,"","","","","","","22"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2014,"","","","","","","11"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2013,"","","","","","","13"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2012,"","","","","","","21"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2011,"","","","","","","19"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2010,"","","","","","","24"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2009,"","","","","","","48"
"Zahl",21,"Wollishofen",115,"Wohnzone 6",2008,"","","","","","",""
"Preis",23,"Leimbach",102,"Kernzonen",2021,".","9427","9427",".","6203","6203","13100"
"Preis",23,"Leimbach",102,"Kernzonen",2020,".",".",".",".",".",".","8580"
"Preis",23,"Leimbach",102,"Kernzonen",2019,".","10110","10110",".","6884","6884","6520"
"Preis",23,"Leimbach",102,"Kernzonen",2018,".",".",".",".",".",".","9400"
"Preis",23,"Leimbach",102,"Kernzonen",2017,".","7441","7441",".","4217","4217","8610"
"Preis",23,"Leimbach",102,"Kernzonen",2016,".",".",".",".",".",".","8670"
"Preis",23,"Leimbach",102,"Kernzonen",2015,".","7982","7982",".","4756","4756","10240"
"Preis",23,"Leimbach",102,"Kernzonen",2014,".","6680","6680",".","3455","3455","8550"
"Preis",23,"Leimbach",102,"Kernzonen",2013,".",".",".",".",".",".","4010"
"Preis",23,"Leimbach",102,"Kernzonen",2012,".",".",".",".",".",".","8400"
"Preis",23,"Leimbach",102,"Kernzonen",2011,".",".",".",".",".",".","6840"
"Preis",23,"Leimbach",102,"Kernzonen",2010,".","6445","6445",".","3764","3764","6560"
"Preis",23,"Leimbach",102,"Kernzonen",2009,".","347","347",".",".",".","6500"
"Preis",23,"Leimbach",102,"Kernzonen",2008,".",".",".",".",".",".","."
"Zahl",23,"Leimbach",102,"Kernzonen",2021,"","1–3","1–3","","","","5"
"Zahl",23,"Leimbach",102,"Kernzonen",2020,"","","","","","","9"
"Zahl",23,"Leimbach",102,"Kernzonen",2019,"","1–3","1–3","","","","7"
"Zahl",23,"Leimbach",102,"Kernzonen",2018,"","","","","","","7"
"Zahl",23,"Leimbach",102,"Kernzonen",2017,"","1–3","1–3","","","","4"
"Zahl",23,"Leimbach",102,"Kernzonen",2016,"","","","","","","9"
"Zahl",23,"Leimbach",102,"Kernzonen",2015,"","1–3","1–3","","","","15"
"Zahl",23,"Leimbach",102,"Kernzonen",2014,"","1–3","1–3","","","","1–3"
"Zahl",23,"Leimbach",102,"Kernzonen",2013,"","","","","","","4"
"Zahl",23,"Leimbach",102,"Kernzonen",2012,"","","","","","","1–3"
"Zahl",23,"Leimbach",102,"Kernzonen",2011,"","","","","","","1–3"
"Zahl",23,"Leimbach",102,"Kernzonen",2010,"","1–3","1–3","","","","1–3"
"Zahl",23,"Leimbach",102,"Kernzonen",2009,"","1–3","1–3","","","","1–3"
"Zahl",23,"Leimbach",102,"Kernzonen",2008,"","","","","","",""
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2021,".",".",".",".",".",".","13100"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2020,".",".",".",".",".",".","8580"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2019,".",".",".",".",".",".","6520"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2018,".",".",".",".",".",".","9400"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2017,".",".",".",".",".",".","8610"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2016,".",".",".",".",".",".","8670"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2015,".",".",".",".",".",".","10240"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2014,".",".",".",".",".",".","8550"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2013,".",".",".",".",".",".","4010"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2012,".",".",".",".",".",".","8400"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2011,"4233",".","4233","1696",".","1696","6840"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2010,".",".",".",".",".",".","6560"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2009,".",".",".",".",".",".","6500"
"Preis",23,"Leimbach",103,"Quartiererhaltungszonen",2008,".",".",".",".",".",".","."
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2021,"","","","","","","5"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2020,"","","","","","","9"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2019,"","","","","","","7"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2018,"","","","","","","7"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2017,"","","","","","","4"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2016,"","","","","","","9"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2015,"","","","","","","15"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2014,"","","","","","","1–3"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2013,"","","","","","","4"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2012,"","","","","","","1–3"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2011,"1–3","","1–3","","","","1–3"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2010,"","","","","","","1–3"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2009,"","","","","","","1–3"
"Zahl",23,"Leimbach",103,"Quartiererhaltungszonen",2008,"","","","","","",""
"Preis",23,"Leimbach",111,"Wohnzone 2",2021,".",".",".",".",".",".","13100"
"Preis",23,"Leimbach",111,"Wohnzone 2",2020,".",".",".",".",".",".","8580"
"Preis",23,"Leimbach",111,"Wohnzone 2",2019,".",".",".",".",".",".","6520"
"Preis",23,"Leimbach",111,"Wohnzone 2",2018,"2370","4183","2883","896","1985","1557","9400"
"Preis",23,"Leimbach",111,"Wohnzone 2",2017,"5191","4008","5191","2049","1244","2049","8610"
"Preis",23,"Leimbach",111,"Wohnzone 2",2016,"2218","8805","4915","1284","2179","1345","8670"
"Preis",23,"Leimbach",111,"Wohnzone 2",2015,"4036","8759","8520","1561","3051","2372","10240"
"Preis",23,"Leimbach",111,"Wohnzone 2",2014,"3250",".","3183","1788",".","1435","8550"
"Preis",23,"Leimbach",111,"Wohnzone 2",2013,"2450","3460","2450","1168","1090","1090","4010"
"Preis",23,"Leimbach",111,"Wohnzone 2",2012,"2431","1432","1986","1125","4471","1351","8400"
"Preis",23,"Leimbach",111,"Wohnzone 2",2011,"2642","3230","2734","1450","2257","1450","6840"
"Preis",23,"Leimbach",111,"Wohnzone 2",2010,"2500",".","2275","1128",".","1030","6560"
"Preis",23,"Leimbach",111,"Wohnzone 2",2009,"2141","3620","2616","850","977","850","6500"
"Preis",23,"Leimbach",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",23,"Leimbach",111,"Wohnzone 2",2021,"","","","","","","5"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2020,"","","","","","","9"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2019,"","","","","","","7"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2018,"1–3","1–3","5","","","","7"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2017,"1–3","1–3","4-6","","","","4"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2016,"2-4","6","8-10","","","","9"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2015,"1–3","13","15-17","","","","15"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2014,"5","","4-6","","","","1–3"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2013,"1–3","1–3","4-6","","","","4"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2012,"5","1–3","8-10","","","","1–3"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2011,"3-5","1–3","7","","","","1–3"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2010,"1–3","","4","","","","1–3"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2009,"4","1–3","6-8","","","","1–3"
"Zahl",23,"Leimbach",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",23,"Leimbach",112,"Wohnzone 3",2021,"2509","13310","2699","1607","8733","1642","13100"
"Preis",23,"Leimbach",112,"Wohnzone 3",2020,"2231","5345","5231","599","2186","2071","8580"
"Preis",23,"Leimbach",112,"Wohnzone 3",2019,"2990","4694","4101","1480","1485","1483","6520"
"Preis",23,"Leimbach",112,"Wohnzone 3",2018,"3781","6072","5386","1891","3016","2933","9400"
"Preis",23,"Leimbach",112,"Wohnzone 3",2017,"3811","3231","3231","1689",".","1689","8610"
"Preis",23,"Leimbach",112,"Wohnzone 3",2016,".","2914","2914",".","584","584","8670"
"Preis",23,"Leimbach",112,"Wohnzone 3",2015,"3049","3264","3156","1283",".","1283","10240"
"Preis",23,"Leimbach",112,"Wohnzone 3",2014,"7840","2609","5225",".","469","469","8550"
"Preis",23,"Leimbach",112,"Wohnzone 3",2013,".","4035","4035",".","1415","1415","4010"
"Preis",23,"Leimbach",112,"Wohnzone 3",2012,".","2588","2588",".","1671","1671","8400"
"Preis",23,"Leimbach",112,"Wohnzone 3",2011,"2699","2300","2300","1003","177","970","6840"
"Preis",23,"Leimbach",112,"Wohnzone 3",2010,"911","2215","1018","74",".","74","6560"
"Preis",23,"Leimbach",112,"Wohnzone 3",2009,"3978","2147","3086","1070","964","1017","6500"
"Preis",23,"Leimbach",112,"Wohnzone 3",2008,"2170","1898","2034","4",".","4","."
"Zahl",23,"Leimbach",112,"Wohnzone 3",2021,"7","1–3","7-9","","","","5"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2020,"1–3","1-4","5-7","","","","9"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2019,"5","1–3","7-9","","","","7"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2018,"1–3","5","7","","","","7"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2017,"1–3","1–3","1–3","","","","4"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2016,"","1–3","1–3","","","","9"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2015,"1–3","1–3","1–3","","","","15"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2014,"1–3","1–3","1–3","","","","1–3"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2013,"","1–3","1–3","","","","4"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2012,"","4-6","4","","","","1–3"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2011,"4","1–3","5","","","","1–3"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2010,"4","1–3","5","","","","1–3"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2009,"1–3","1–3","5","","","","1–3"
"Zahl",23,"Leimbach",112,"Wohnzone 3",2008,"1–3","1–3","1–3","","","",""
"Preis",23,"Leimbach",113,"Wohnzone 4",2021,".","4787","4787",".","4777","4777","13100"
"Preis",23,"Leimbach",113,"Wohnzone 4",2020,"7080","3554","4032","3350","2161","3350","8580"
"Preis",23,"Leimbach",113,"Wohnzone 4",2019,"1782","1968","1968","735","3477","2106","6520"
"Preis",23,"Leimbach",113,"Wohnzone 4",2018,".",".",".",".",".",".","9400"
"Preis",23,"Leimbach",113,"Wohnzone 4",2017,".",".",".",".",".",".","8610"
"Preis",23,"Leimbach",113,"Wohnzone 4",2016,".",".",".",".",".",".","8670"
"Preis",23,"Leimbach",113,"Wohnzone 4",2015,".",".",".",".",".",".","10240"
"Preis",23,"Leimbach",113,"Wohnzone 4",2014,".",".",".",".",".",".","8550"
"Preis",23,"Leimbach",113,"Wohnzone 4",2013,".",".",".",".",".",".","4010"
"Preis",23,"Leimbach",113,"Wohnzone 4",2012,".",".",".",".",".",".","8400"
"Preis",23,"Leimbach",113,"Wohnzone 4",2011,".",".",".",".",".",".","6840"
"Preis",23,"Leimbach",113,"Wohnzone 4",2010,".",".",".",".",".",".","6560"
"Preis",23,"Leimbach",113,"Wohnzone 4",2009,".",".",".",".",".",".","6500"
"Preis",23,"Leimbach",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",23,"Leimbach",113,"Wohnzone 4",2021,"","1–3","1–3","","","","5"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2020,"1–3","6","7","","","","9"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2019,"1–3","1–3","6","","","","7"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2018,"","","","","","","7"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2017,"","","","","","","4"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2016,"","","","","","","9"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2015,"","","","","","","15"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2014,"","","","","","","1–3"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2013,"","","","","","","4"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2012,"","","","","","","1–3"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2011,"","","","","","","1–3"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2010,"","","","","","","1–3"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2009,"","","","","","","1–3"
"Zahl",23,"Leimbach",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",24,"Enge",102,"Kernzonen",2021,"68807","62325","65566","34799","44423","39611","18970"
"Preis",24,"Enge",102,"Kernzonen",2020,"31695",".","31695","14427",".","14427","18000"
"Preis",24,"Enge",102,"Kernzonen",2019,"58250",".","58250","27221",".","27221","16670"
"Preis",24,"Enge",102,"Kernzonen",2018,"102450","59993","81221","75427","45981","60704","17450"
"Preis",24,"Enge",102,"Kernzonen",2017,"49064","45230","40283","27067","32383","24406","15680"
"Preis",24,"Enge",102,"Kernzonen",2016,"38648","45456","45449","26286","31190","31183","14630"
"Preis",24,"Enge",102,"Kernzonen",2015,"35079",".","31824","17797",".","16352","13300"
"Preis",24,"Enge",102,"Kernzonen",2014,"17206",".","17206","4136",".","4136","11400"
"Preis",24,"Enge",102,"Kernzonen",2013,"24967",".","24967","14362",".","14362","10980"
"Preis",24,"Enge",102,"Kernzonen",2012,"32898",".","32898","23952",".","23952","14170"
"Preis",24,"Enge",102,"Kernzonen",2011,"26686",".","26686","12808",".","12808","10160"
