"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.82,27.37,28.27,19.25,18.78,19.54,22.68,21.93,23.21,26.7,26.2,27.5,32.17,31.3,33.12,37.11,36.73,38.33,15161,2775,535
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.35,22.2,24.5,16.25,15.43,17.39,19.23,18.22,20.1,22.06,21.56,23,25.83,24.47,27.32,30,28.28,33.64,4488,793,142
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.67,19.86,21.48,14.15,13.34,15.83,16.77,16,18.14,20.19,18.9,21.47,23.88,22.96,25,26.29,25.39,30.04,3601,668,127
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.94,23.66,24.22,15.93,15.43,16.27,19.11,18.67,19.36,22.89,22.56,23.17,27.8,27.45,28.28,33.57,32.92,34.27,51225,8700,1260
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",31.9,29.9,33.9,25.54,22.98,28.39,27.8,25.95,30.41,30.62,28.57,35.07,36.04,30.74,37.68,38.49,36.05,43.4,1055,133,26
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",26.47,25.83,27.11,18.64,17.45,19.5,21.82,21.24,22.31,25.28,24.68,26.39,30.52,29.2,32.04,36.67,34.35,38.49,13397,2104,347
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.1,24.67,25.53,17.66,16.98,18.17,20.36,19.75,20.93,23.79,23.23,24.65,28.72,28.08,29.51,33.94,33.34,35.38,22161,3828,515
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.49,19.89,21.09,15.43,14.1,16.15,17.26,16.9,17.93,20.12,19.21,20.94,22.81,22.15,23.69,25.67,24.63,26.94,7756,1401,194
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",17.93,17.24,18.62,11.24,10.29,12.76,14.26,13.65,15.09,17.19,16.59,18.08,20.11,19.53,21.36,24.98,22.28,27.62,6856,1234,178
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",22.66,22.37,22.95,14.93,14.47,15.32,17.79,17.46,18.06,21.46,21.09,21.93,26.61,26.05,27.26,32.15,31.43,32.98,25972,4545,1053
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.36,29.11,31.6,25.9,13.27,27.62,27.43,25.97,28.39,29.83,28.22,31.34,33.07,30.48,35.66,35.68,31.85,39.06,617,144,21
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",25.3,24.64,25.97,17.73,17.03,18.35,20.46,19.54,21.21,24.28,23.33,25.31,29.16,27.97,30.64,34.89,32.4,36.24,5418,908,239
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",23.98,23.53,24.43,16.61,15.8,17.13,19.57,18.95,20.08,22.87,22.38,23.49,27.92,27.09,28.61,33,32,33.89,10940,1893,432
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",20.27,19.67,20.86,15.01,14.23,16,16.92,16.54,17.54,19.35,18.6,19.89,22,21.24,23.38,25.83,24.89,28.47,4670,894,182
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",17.5,16.82,18.19,11.97,11.17,12.38,13.88,13.28,14.67,16.7,16.15,17.31,19.61,18.63,20.68,24.23,22.23,26.85,4327,706,179
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1584,1569,1599,900,890,919,1190,1177,1205,1500,1490,1525,1884,1855,1915,2350,2307,2410,46692,13545,1742
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2011,1942,2081,1175,1142,1231,1605,1431,1701,2095,1950,2190,2410,2233,2580,2680,2428,3142,1498,488,56
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1777,1749,1806,1070,1038,1115,1433,1400,1479,1690,1660,1725,2120,2055,2200,2533,2480,2604,13182,3081,488
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1609,1587,1632,938,923,963,1250,1226,1290,1545,1522,1575,1875,1840,1930,2286,2216,2373,20055,5922,764
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1312,1270,1354,820,800,834,1027,999,1049,1295,1265,1305,1488,1437,1549,1796,1711,1947,6782,2348,253
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1226,1184,1269,786,762,823,943,914,992,1175,1124,1209,1338,1295,1388,1589,1459,1674,5175,1706,181
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1789,1773,1805,943,931,954,1250,1225,1268,1670,1650,1690,2152,2135,2200,2791,2750,2850,74180,23356,1908
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2518,2386,2650,1365,1278,1475,1617,1503,1678,2592,2132,2884,3250,2977,3440,3600,3440,5035,1662,493,38
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2020,1980,2060,992,946,1054,1507,1449,1570,1969,1895,2005,2475,2373,2560,2973,2850,3165,16917,4325,434
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1895,1870,1919,990,973,1012,1371,1333,1410,1790,1750,1820,2290,2201,2350,2884,2800,2930,31466,9742,798
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1535,1507,1562,909,886,940,1147,1126,1192,1469,1442,1510,1798,1722,1837,2169,2095,2245,12702,4652,352
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1336,1298,1374,859,835,889,1032,1002,1065,1245,1216,1288,1559,1524,1613,1844,1766,1999,11433,4144,286
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2185,2164,2206,1200,1186,1227,1527,1505,1550,1982,1950,2009,2637,2600,2680,3389,3334,3461,40897,13851,1713
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2814,2738,2890,1525,1411,1713,1772,1722,1908,3158,2306,3381,3701,3510,3830,3959,3803,4081,1149,448,33
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2523,2461,2586,1305,1253,1345,1820,1746,1910,2345,2250,2487,3170,2964,3284,3819,3636,3950,6985,1860,298
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2331,2296,2366,1270,1242,1316,1695,1658,1719,2162,2125,2206,2778,2726,2859,3480,3390,3624,16982,5610,696
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1941,1909,1974,1186,1153,1212,1469,1428,1499,1811,1773,1850,2306,2231,2380,2758,2650,2995,8605,3508,337
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1701,1661,1741,1056,1031,1106,1294,1266,1330,1550,1510,1607,1973,1880,2049,2514,2350,2650,7176,2425,349
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1055,1046,1063,718,709,731,829,818,834,1000,986,1014,1212,1200,1225,1447,1424,1473,11106,7184,492
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1343,1304,1382,1080,1006,1089,1133,1092,1185,1255,1213,1310,1473,1377,1566,1800,1660,1877,420,280,20
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1058,1038,1079,705,679,730,808,792,835,980,954,1026,1220,1190,1271,1490,1421,1589,1924,1179,104
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1092,1076,1107,750,743,764,855,842,871,1029,1017,1047,1264,1242,1290,1494,1462,1539,4894,3135,208
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",993,979,1007,703,688,732,813,797,829,944,925,969,1141,1105,1170,1298,1272,1338,2294,1554,107
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",949,929,970,676,639,693,777,745,797,914,884,934,1078,1058,1124,1255,1221,1264,1574,1036,53
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1181,1172,1190,798,794,807,919,912,927,1101,1092,1113,1369,1359,1381,1654,1630,1671,22955,14636,597
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1545,1488,1602,1236,1159,1363,1364,1278,1453,1502,1490,1617,1640,1614,1696,1976,1698,2155,607,360,12
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1173,1140,1205,787,771,803,884,867,908,1069,1054,1104,1363,1332,1400,1690,1618,1730,3520,2211,74
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1236,1222,1251,815,807,833,938,922,950,1150,1133,1166,1453,1426,1481,1724,1707,1761,9305,5907,260
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1150,1135,1166,795,782,812,915,893,938,1092,1062,1108,1337,1308,1361,1558,1528,1595,4946,3249,151
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1058,1043,1074,770,757,787,899,887,919,1039,1022,1062,1184,1163,1210,1377,1344,1425,4577,2909,100
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1517,1509,1526,1031,1024,1034,1208,1191,1227,1469,1450,1483,1777,1763,1795,2020,1994,2058,14925,9288,606
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1808,1741,1874,1400,1371,1502,1514,1410,1629,1738,1679,1777,1938,1895,1994,2285,2026,2423,532,304,12
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1505,1481,1529,1010,919,1050,1136,1110,1180,1401,1379,1433,1788,1718,1877,2108,1970,2183,1567,944,47
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1603,1588,1618,1042,1034,1065,1256,1235,1281,1605,1578,1636,1883,1871,1908,2160,2127,2184,6042,3712,239
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1494,1480,1507,1034,1022,1077,1244,1222,1269,1475,1458,1493,1709,1690,1729,1942,1898,1959,3935,2610,149
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"Brutto",1319,1303,1336,969,940,1001,1107,1079,1130,1286,1265,1305,1484,1442,1524,1701,1669,1759,2849,1718,159
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1749,1730,1768,1189,1172,1208,1378,1360,1400,1639,1602,1658,2020,1980,2061,2454,2414,2500,35586,6361,1250
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2272,2176,2367,1821,1620,1970,2014,1940,2171,2233,2162,2419,2481,2293,2680,2778,2466,3563,1078,208,36
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1900,1867,1934,1368,1313,1401,1550,1530,1590,1785,1721,1840,2210,2132,2300,2600,2528,2723,11258,1902,384
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1776,1747,1806,1261,1220,1300,1440,1403,1480,1670,1648,1720,1986,1947,2050,2407,2305,2479,15161,2787,556
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1475,1412,1538,1065,1021,1129,1264,1197,1296,1389,1330,1437,1603,1519,1685,2010,1847,2175,4488,794,146
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1347,1287,1407,939,841,1030,1110,1047,1173,1250,1204,1300,1392,1338,1507,1656,1515,2070,3601,670,128
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2062,2039,2085,1308,1286,1350,1585,1560,1610,1920,1890,1950,2418,2370,2470,2975,2920,3014,51225,8720,1311
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3078,2873,3283,2334,1905,2853,2750,2263,3031,3060,2857,3323,3440,3250,3850,3712,3440,5065,1055,133,26
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2243,2193,2293,1530,1435,1600,1767,1706,1803,2135,2063,2193,2618,2514,2690,3156,2957,3280,13397,2114,360
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2171,2136,2206,1470,1413,1517,1695,1665,1738,1990,1964,2033,2515,2464,2580,3006,2950,3144,22161,3835,538
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1780,1736,1823,1298,1225,1346,1459,1425,1505,1690,1615,1734,1993,1920,2082,2312,2233,2406,7756,1403,201
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1521,1459,1584,1040,928,1127,1216,1189,1267,1436,1379,1538,1685,1624,1793,2099,1895,2315,6856,1235,186
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2568,2536,2601,1600,1549,1644,1920,1886,1957,2400,2365,2468,3008,2950,3100,3735,3640,3850,25972,4563,1107
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",3682,3552,3811,3175,2950,3510,3374,2957,3610,3671,3483,3803,3845,3747,3979,4082,3958,4495,617,144,21
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2818,2737,2898,1820,1684,1939,2143,2034,2211,2660,2540,2800,3327,3221,3463,3950,3812,4308,5418,916,251
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2733,2680,2787,1778,1710,1870,2115,2055,2174,2570,2515,2625,3125,3025,3200,3877,3720,3955,10940,1898,457
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",2319,2259,2378,1640,1524,1729,1844,1780,1895,2215,2127,2297,2593,2510,2701,3100,3000,3389,4670,898,188
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"Brutto",1952,1887,2018,1350,1275,1400,1500,1446,1556,1852,1737,1880,2183,2112,2398,2837,2610,3018,4327,707,190
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",27.7,27.46,27.95,16.28,16.11,16.46,20.89,20.58,21.24,26.87,26.47,27.32,32.96,32.5,33.73,40,39.5,40.63,46692,13545,1742
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",32.37,31.47,33.27,19.36,18,20.34,26.23,23.34,27.35,34.33,31.63,35.81,38.4,37.24,40,42.84,39.11,44.44,1498,488,56
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",31.46,30.96,31.97,19.25,18.45,19.81,25.71,24.61,26.28,30.44,29.9,31.2,36.54,35.9,38.31,44.19,42.92,45.95,13182,3081,488
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",27.98,27.61,28.34,16.52,16.29,16.88,21.6,21.26,22.08,27.5,26.86,28.08,33.27,32.43,34.26,39.6,38.63,40.25,20055,5922,764
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",23.2,22.49,23.91,14.96,14.49,15.62,18.08,17.65,18.51,22.34,21.55,23.21,26.49,25.85,27.68,31.4,30.09,32.53,6782,2348,253
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",21.61,21.02,22.2,14.4,13.97,15.14,17.14,16.46,17.9,21.21,20.56,21.77,25.17,24.11,26.23,29.47,27.69,31.74,5175,1706,181
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",23.45,23.25,23.66,13.85,13.7,14.01,17.05,16.85,17.23,22.6,22.23,22.99,28.18,27.69,28.57,34.62,33.77,35.35,74180,23356,1908
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",28.78,27.44,30.11,15.92,15.31,17.32,18.5,18.28,19.17,30.09,26.8,31.45,35.64,32.35,39.77,40.04,38.47,46.01,1662,493,38
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",26.57,26.03,27.11,14.74,14.24,15.32,20.74,20,21.72,26.15,25.65,26.9,31.79,31.27,32.85,37.5,36.18,39.55,16917,4325,434
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",24.56,24.24,24.88,14.46,14.22,14.67,18.3,17.95,18.7,24.05,23.54,24.58,29.43,28.77,30,35.43,34.77,36.21,31466,9742,798
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",20.36,19.99,20.73,13.53,13.19,13.81,15.76,15.49,16.11,19.97,19.59,20.46,24.02,23.2,24.43,26.9,26.43,28,12702,4652,352
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",18.45,18.01,18.89,12.42,12.08,12.91,14.57,14.25,14.89,17.55,17.13,18.06,21.33,20.64,22.05,24.76,23.92,26.72,11433,4144,286
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",21.76,21.57,21.95,13.57,13.43,13.73,15.93,15.77,16.11,20.24,20,20.56,26.05,25.7,26.39,32.42,31.81,33.15,40897,13851,1713
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",25.83,25.1,26.55,14.45,14,14.87,16.94,16.68,17.32,28.72,23.81,30.57,33.36,31.29,34.67,37.68,34.09,38.14,1149,448,33
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",25.22,24.66,25.78,14.53,14.06,15,19.22,18.37,19.72,24.77,23.67,25.68,30.24,29.34,31.69,35.89,34.44,37.71,6985,1860,298
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",22.9,22.59,23.21,14.07,13.91,14.28,16.97,16.62,17.19,21.85,21.45,22.31,27.43,26.75,28.24,33.43,32.43,34.35,16982,5610,696
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",19.41,19.07,19.75,13.36,13.09,13.48,15.33,15.16,15.55,18.6,18.2,18.87,22.43,21.65,22.97,26.2,25,26.89,8605,3508,337
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",2,"Brutto",17.86,17.43,18.29,12.37,12.17,12.74,14.32,14.07,14.7,17.05,16.51,17.57,20.31,19.82,21.02,24.34,22.38,25.92,7176,2425,349
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.43,18.28,18.58,13.53,13.43,13.7,15.24,15.09,15.34,17.58,17.39,17.72,20.62,20.37,20.85,24.31,24.05,24.61,11106,7184,492
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",21.53,20.86,22.2,16.25,15.45,16.95,17.93,16.9,19,20.78,20.03,21.19,24.45,22.42,25.98,27.24,26.71,30.35,420,280,20
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.84,18.49,19.19,13.49,13.15,13.82,15.16,14.8,15.58,17.77,17.29,18.14,21.19,20.66,21.88,25.78,24.69,26.41,1924,1179,104
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.83,18.56,19.09,13.94,13.68,14.14,15.44,15.33,15.67,17.81,17.59,18.04,21.18,20.77,21.63,24.59,24.13,24.95,4894,3135,208
